communication_diff,emotional_openness_diff,social_nature_diff,independence_diff,family_orientation_diff,financial_attitude_diff,career_orientation_diff,adventure_diff,conflict_handling_diff,lifestyle_preference_diff,comm_x_conflict_diff,finance_x_career_diff,family_x_lifestyle_diff,mean_abs_diff,max_abs_diff,euclidean_distance,compatibility_score
10.53,9.76,5.58,0.44,27.78,43.03,17.78,17.97,16.94,27.23,1.78,7.65,7.56,17.7,43.03,67.29,78.87
3.57,2.66,27.35,3.83,8.52,33.64,10.07,26.85,18.12,17.65,0.65,3.39,1.5,15.23,33.64,58.72,84.73
25.39,3.86,52.37,41.43,48.86,28.92,18.06,74.26,20.82,29.55,5.29,5.22,14.44,34.35,74.26,124.46,73.11
0.32,13.78,18.23,27.82,49.31,13.57,9.73,63.27,19.95,4.24,0.06,1.32,2.09,22.02,63.27,91.79,73.65
14.19,44.29,2.01,1.55,42.48,17.33,28.23,7.02,19.05,15.95,2.7,4.89,6.78,19.21,44.29,75.75,76.82
4.17,3.52,2.76,29.12,31.51,11.29,32.42,11.63,10.6,8.6,0.44,3.66,2.71,14.56,32.42,58.12,88.45
30.57,13.04,22.0,32.12,25.96,1.27,27.1,12.97,20.38,38.75,6.23,0.34,10.06,22.42,38.75,78.2,76.44
0.0,12.61,17.54,13.4,2.32,27.29,14.38,38.46,1.55,25.71,0.0,3.92,0.6,15.33,38.46,61.21,86.78
31.43,21.57,24.55,44.16,32.94,14.42,12.38,60.94,24.31,6.78,7.64,1.79,2.23,27.35,60.94,99.01,72.82
18.56,11.96,16.79,25.16,8.3,1.02,3.39,31.74,16.93,28.66,3.14,0.03,2.38,16.25,31.74,60.0,87.98
11.13,29.61,4.74,19.98,29.0,1.33,18.6,0.12,25.15,1.19,2.8,0.25,0.35,14.09,29.61,56.96,86.24
12.95,23.54,7.38,4.33,0.75,12.14,14.21,0.0,29.84,7.37,3.86,1.73,0.06,11.25,29.84,45.71,88.04
16.98,5.25,4.61,5.62,29.53,30.17,10.1,41.87,9.24,17.65,1.57,3.05,5.21,17.1,41.87,66.36,79.88
6.8,26.43,30.23,11.62,6.5,11.04,9.6,9.9,6.52,3.55,0.44,1.06,0.23,12.22,30.23,46.94,83.4
12.36,41.65,13.46,29.95,8.82,12.5,21.3,28.76,6.54,16.83,0.81,2.66,1.48,19.22,41.65,69.33,86.61
23.57,39.04,6.2,7.08,7.71,36.26,0.44,37.92,6.96,16.3,1.64,0.16,1.26,18.15,39.04,72.77,80.57
17.23,29.05,3.67,13.81,20.44,33.79,15.6,38.21,9.94,46.11,1.71,5.27,9.42,22.78,46.11,82.66,78.42
1.27,8.63,47.96,36.73,27.48,14.76,12.65,6.94,7.88,12.97,0.1,1.87,3.56,17.73,47.96,71.67,85.97
4.9,22.19,24.51,24.99,15.22,16.12,20.38,24.65,1.53,0.91,0.07,3.29,0.14,15.54,24.99,57.09,90.65
18.0,17.1,5.03,46.67,10.86,13.35,29.99,9.69,24.85,3.04,4.47,4.0,0.33,17.86,46.67,68.82,78.43
34.09,12.26,10.14,11.57,13.17,20.31,21.88,27.36,27.79,17.29,9.47,4.44,2.28,19.59,34.09,66.58,79.3
7.72,11.15,6.03,39.76,24.05,0.95,54.22,0.1,5.07,20.52,0.39,0.52,4.94,16.96,54.22,75.94,85.44
20.06,14.01,5.73,24.59,9.67,27.99,7.0,40.71,1.68,5.7,0.34,1.96,0.55,15.71,40.71,62.09,84.22
6.61,4.44,7.26,3.93,22.33,8.35,8.42,31.72,5.78,28.55,0.38,0.7,6.38,12.74,31.72,51.24,90.65
4.41,16.75,20.0,0.37,22.24,7.25,12.4,35.9,11.19,2.77,0.49,0.9,0.62,13.33,35.9,53.13,88.42
3.94,22.76,0.85,16.48,10.4,8.53,33.41,1.75,20.33,4.82,0.8,2.85,0.5,12.33,33.41,50.43,83.48
22.95,5.83,15.43,4.4,6.88,7.68,1.55,47.02,39.83,27.76,9.14,0.12,1.91,17.93,47.02,74.13,80.63
3.82,13.88,1.91,38.07,23.01,3.38,23.09,19.16,8.57,30.43,0.33,0.78,7.0,16.53,38.07,64.04,84.49
21.55,31.71,10.51,22.47,1.36,2.43,8.33,16.36,7.26,28.47,1.56,0.2,0.39,15.05,31.71,57.39,81.61
16.24,7.3,16.36,15.08,2.28,10.13,9.71,19.51,2.08,2.97,0.34,0.98,0.07,10.17,19.51,37.52,92.67
14.64,9.92,9.54,16.09,11.02,15.78,6.92,4.12,2.09,25.01,0.31,1.09,2.76,11.51,25.01,41.57,86.88
7.2,6.5,29.32,2.96,23.89,2.64,9.71,37.44,1.24,12.45,0.09,0.26,2.97,13.33,37.44,56.5,90.32
12.07,11.23,48.36,7.7,7.81,24.1,28.14,3.29,20.74,34.1,2.5,6.78,2.66,19.75,48.36,75.54,79.19
3.83,8.67,9.76,40.68,9.69,12.86,9.1,10.54,31.63,33.28,1.21,1.17,3.22,17.01,40.68,66.34,82.29
2.6,5.54,19.22,12.9,16.05,6.54,15.72,8.23,8.99,18.76,0.23,1.03,3.01,11.46,19.22,40.27,86.75
12.44,6.95,6.1,18.16,4.84,15.31,20.13,5.34,15.7,29.31,1.95,3.08,1.42,13.43,29.31,48.66,85.26
14.54,10.62,10.47,16.95,16.24,5.07,5.29,5.62,0.65,13.5,0.09,0.27,2.19,9.89,16.95,35.39,88.42
6.36,19.44,22.54,28.04,12.82,4.86,31.87,18.51,2.81,28.63,0.18,1.55,3.67,17.59,31.87,63.93,87.46
4.15,3.89,8.36,28.59,6.63,10.31,4.81,9.11,2.76,20.16,0.11,0.5,1.34,9.88,28.59,39.88,96.04
17.59,6.31,18.65,18.76,17.98,44.02,17.24,28.34,7.31,19.21,1.29,7.59,3.45,19.54,44.02,69.51,81.99
1.19,1.48,17.5,21.08,8.91,20.31,5.59,29.19,37.25,17.01,0.44,1.14,1.52,15.95,37.25,61.69,81.71
22.39,37.21,23.76,1.92,23.48,0.41,21.61,25.95,10.02,17.32,2.24,0.09,4.07,18.41,37.21,67.43,78.09
0.06,0.51,5.45,11.96,10.03,22.6,1.92,3.17,40.11,38.21,0.02,0.43,3.83,13.4,40.11,62.19,80.39
29.32,2.86,6.49,9.67,16.9,11.66,12.8,17.79,4.6,11.44,1.35,1.49,1.93,12.35,29.32,45.36,83.52
0.54,22.55,10.36,34.15,25.62,0.66,9.74,40.34,19.44,48.82,0.1,0.06,12.51,21.22,48.82,83.2,81.51
7.63,36.58,2.74,16.52,9.26,26.85,2.77,2.59,19.74,8.52,1.51,0.74,0.79,13.32,36.58,54.41,83.84
20.73,14.51,44.56,25.93,14.22,11.48,14.07,19.19,15.26,6.38,3.16,1.62,0.91,18.63,44.56,66.88,85.25
3.85,16.2,15.11,23.93,32.98,4.16,28.68,8.7,5.14,26.66,0.2,1.19,8.79,16.54,32.98,61.8,86.46
0.62,18.44,43.76,0.03,25.55,26.13,7.68,18.27,12.86,0.96,0.08,2.01,0.25,15.43,43.76,64.42,87.0
11.07,10.8,33.33,7.64,10.87,12.5,33.59,53.53,13.52,38.55,1.5,4.2,4.19,22.54,53.53,85.71,80.34
10.67,5.3,15.29,1.77,23.29,1.76,9.99,34.52,4.7,10.68,0.5,0.18,2.49,11.8,34.52,48.5,89.12
43.46,11.52,20.09,2.11,8.6,10.2,22.53,25.12,9.07,0.2,3.94,2.3,0.02,15.29,43.46,61.87,80.14
22.04,36.25,9.14,4.88,1.76,5.43,6.57,32.12,16.62,2.08,3.66,0.36,0.04,13.69,36.25,57.4,86.82
18.38,16.48,6.76,49.51,28.54,28.28,20.9,2.1,3.74,14.87,0.69,5.91,4.24,18.96,49.51,73.47,82.67
0.41,14.29,31.35,3.93,50.68,13.52,13.12,2.38,8.74,30.55,0.04,1.77,15.48,16.9,50.68,71.7,80.96
5.27,33.87,8.02,20.08,12.03,3.11,28.49,8.59,14.39,0.34,0.76,0.89,0.04,13.42,33.87,53.75,84.69
19.22,1.85,40.12,10.94,32.19,3.43,26.72,31.55,41.55,22.32,7.99,0.92,7.18,22.99,41.55,84.17,75.4
0.31,16.74,12.82,41.81,16.28,31.17,45.6,10.04,13.55,31.69,0.04,14.21,5.16,22.0,45.6,82.45,80.82
23.72,2.72,8.01,15.6,19.03,2.94,2.38,3.65,28.38,28.51,6.73,0.07,5.43,13.49,28.51,53.72,80.98
5.39,9.98,40.38,35.44,27.19,28.65,2.41,78.02,30.06,11.08,1.62,0.69,3.01,26.86,78.02,108.14,77.18
4.33,3.89,26.33,9.58,44.96,26.32,47.28,38.01,25.43,29.09,1.1,12.44,13.08,25.52,47.28,93.31,75.94
26.23,6.06,7.53,3.49,20.53,21.0,31.78,19.1,9.9,33.79,2.6,6.67,6.94,17.94,33.79,65.35,78.74
10.08,10.55,5.34,5.35,13.63,24.64,27.38,20.24,9.14,22.48,0.92,6.75,3.06,14.88,27.38,53.02,82.84
24.73,17.23,28.38,16.37,27.67,37.1,17.54,26.28,34.11,17.29,8.44,6.51,4.78,24.67,37.1,81.15,71.73
11.35,3.22,9.39,8.37,23.87,27.09,2.93,47.98,1.61,15.82,0.18,0.79,3.78,15.16,47.98,64.53,86.53
19.96,5.33,21.78,23.74,12.1,12.03,16.78,1.6,6.43,9.24,1.28,2.02,1.12,12.9,23.74,46.55,86.16
7.17,5.36,26.72,8.29,34.29,0.23,16.57,14.69,15.5,23.5,1.11,0.04,8.06,15.23,34.29,57.64,86.13
28.49,10.92,20.52,52.5,19.05,20.36,7.55,24.28,2.64,38.41,0.75,1.54,7.32,22.47,52.5,83.75,80.64
22.5,15.24,26.98,20.82,7.45,4.68,20.1,21.32,2.78,17.77,0.63,0.94,1.32,15.96,26.98,56.21,88.18
14.11,21.81,25.85,3.7,31.64,16.76,6.86,10.04,11.0,15.39,1.55,1.15,4.87,15.71,31.64,56.07,81.55
6.72,5.03,10.81,13.5,13.69,10.17,15.57,10.02,37.79,9.95,2.54,1.58,1.36,13.32,37.79,50.3,81.96
24.99,0.11,29.84,2.17,28.69,18.66,9.13,5.79,6.02,11.82,1.5,1.7,3.39,13.72,29.84,54.62,83.55
15.84,10.51,15.15,5.69,30.59,3.7,29.73,19.92,6.25,50.43,0.99,1.1,15.43,18.78,50.43,73.73,78.92
14.48,16.65,21.31,14.42,6.52,6.94,29.22,0.79,13.24,8.24,1.92,2.03,0.54,13.18,29.22,48.34,87.52
33.82,8.87,3.89,14.22,1.17,4.52,2.06,19.12,16.59,0.2,5.61,0.09,0.0,10.45,33.82,45.9,87.07
29.54,0.67,14.48,5.98,17.59,5.79,12.1,4.9,10.08,12.74,2.98,0.7,2.24,11.39,29.54,43.54,89.69
0.0,23.8,14.77,1.51,13.04,12.4,14.47,1.97,24.86,24.48,0.0,1.79,3.19,13.13,24.86,50.41,84.85
18.11,14.88,22.85,26.27,15.65,24.33,6.07,50.18,23.22,20.41,4.21,1.48,3.19,22.2,50.18,78.16,74.71
11.17,30.84,17.18,21.74,27.89,10.92,28.94,41.65,2.05,34.05,0.23,3.16,9.5,22.64,41.65,80.47,76.63
29.57,5.02,6.51,41.66,43.54,31.93,17.07,52.28,12.01,18.74,3.55,5.45,8.16,25.83,52.28,95.46,74.2
29.4,1.72,11.25,18.87,7.11,5.85,19.37,20.94,9.06,28.36,2.66,1.13,2.02,15.19,29.4,55.99,85.74
24.47,6.94,2.33,3.53,27.92,0.97,7.73,29.88,22.47,3.22,5.5,0.07,0.9,12.95,29.88,53.97,82.59
27.99,16.87,21.02,12.45,18.92,11.0,19.61,32.14,7.48,24.3,2.09,2.16,4.6,19.18,32.14,64.86,79.91
13.09,4.38,17.39,11.71,19.55,11.29,24.49,26.85,7.33,23.74,0.96,2.76,4.64,15.98,26.85,55.47,87.32
12.79,22.57,17.77,6.89,34.55,14.56,16.76,30.18,23.69,18.59,3.03,2.44,6.42,19.84,34.55,67.38,80.58
1.58,21.97,28.12,36.71,23.74,25.44,10.68,6.25,13.54,18.61,0.21,2.72,4.42,18.66,36.71,67.21,86.41
13.96,3.88,24.23,0.11,0.15,24.94,22.61,49.68,3.42,7.5,0.48,5.64,0.01,15.05,49.68,66.83,82.91
9.28,22.67,37.69,7.44,3.19,0.03,10.19,9.98,23.49,42.84,2.18,0.0,1.37,16.68,42.84,68.39,82.83
3.18,8.44,4.74,43.06,23.65,18.78,16.03,18.72,5.72,13.34,0.18,3.01,3.15,15.57,43.06,60.73,88.54
30.64,41.72,17.17,31.56,0.0,23.57,10.99,56.82,29.63,27.88,9.08,2.59,0.0,27.0,56.82,97.62,71.58
22.97,5.93,7.0,51.84,6.4,34.21,13.06,28.82,5.12,47.09,1.18,4.47,3.01,22.24,51.84,88.06,79.18
29.7,20.13,31.35,18.27,34.22,9.76,43.39,35.82,14.93,5.98,4.43,4.23,2.05,24.35,43.39,85.41,75.58
12.42,5.2,12.9,18.15,11.59,16.04,25.44,3.34,0.95,4.92,0.12,4.08,0.57,11.09,25.44,41.86,87.38
14.17,13.38,2.14,37.92,20.76,4.38,21.65,35.63,13.19,14.3,1.87,0.95,2.97,17.75,37.92,66.25,84.89
4.81,4.2,14.56,15.62,38.41,10.59,23.45,5.49,23.08,16.07,1.11,2.48,6.17,15.63,38.41,58.78,83.31
4.09,13.63,66.17,50.96,17.41,3.8,3.53,63.86,18.58,51.39,0.76,0.13,8.95,29.34,66.17,120.72,79.44
8.86,5.21,23.45,0.06,48.96,9.73,0.53,30.86,3.22,25.24,0.29,0.05,12.36,15.61,48.96,68.9,83.22
9.89,1.18,9.51,22.77,27.54,0.27,4.28,14.47,18.2,4.83,1.8,0.01,1.33,11.29,27.54,45.27,89.76
39.73,14.97,5.58,24.74,19.76,15.95,4.06,18.78,18.78,3.53,7.46,0.65,0.7,16.59,39.73,61.85,80.88
28.67,17.04,22.82,11.53,6.46,0.81,16.49,16.24,2.51,2.17,0.72,0.13,0.14,12.47,28.67,48.53,85.51
8.59,5.47,22.14,19.35,10.06,23.11,20.85,27.39,15.21,31.03,1.31,4.82,3.12,18.32,31.03,63.11,83.3
7.55,18.6,46.53,3.62,4.83,29.68,9.51,55.14,19.8,56.75,1.49,2.82,2.74,25.2,56.75,101.13,77.16
11.72,13.53,17.98,2.09,56.73,18.0,15.09,2.85,28.66,37.11,3.36,2.72,21.05,20.38,56.73,81.39,77.0
2.09,0.0,13.63,18.4,30.07,10.45,7.83,41.73,3.15,1.26,0.07,0.82,0.38,12.86,41.73,57.94,89.4
8.9,4.58,9.62,0.66,0.17,37.41,28.49,20.26,12.65,11.45,1.13,10.66,0.02,13.42,37.41,55.73,86.84
17.44,18.22,11.16,20.33,9.13,8.2,17.01,6.66,2.04,1.12,0.36,1.39,0.1,11.13,20.33,40.79,93.53
14.98,23.56,1.61,4.93,9.32,13.35,28.07,0.15,11.42,9.56,1.71,3.75,0.89,11.69,28.07,45.62,85.74
13.87,32.69,15.4,20.85,28.46,10.72,15.32,10.44,2.58,7.32,0.36,1.64,2.08,15.76,32.69,57.1,86.05
12.96,10.03,1.96,22.85,4.5,14.78,13.81,15.82,12.48,2.8,1.62,2.04,0.13,11.2,22.85,40.47,87.75
28.56,24.66,11.96,40.63,6.8,7.04,38.95,22.53,3.78,37.23,1.08,2.74,2.53,22.21,40.63,82.09,81.53
3.9,35.71,30.89,12.6,6.55,4.73,16.29,20.37,31.19,2.31,1.22,0.77,0.15,16.45,35.71,64.24,86.14
27.27,6.26,3.06,11.34,6.16,35.4,2.31,4.63,4.57,6.2,1.25,0.82,0.38,10.72,35.4,47.94,83.16
4.97,10.01,26.54,0.66,5.89,2.84,7.96,19.83,3.68,4.38,0.18,0.23,0.26,8.68,26.54,36.9,90.45
15.74,14.46,8.08,9.0,22.43,28.05,10.77,60.2,38.04,29.06,5.99,3.02,6.52,23.58,60.2,89.02,69.12
11.23,5.8,24.99,21.39,33.0,54.32,19.79,37.13,1.45,31.53,0.16,10.75,10.4,24.06,54.32,89.71,82.17
12.7,16.28,1.33,1.66,1.9,19.65,22.8,34.59,17.17,31.32,2.18,4.48,0.6,15.94,34.59,61.75,86.02
1.51,20.69,8.7,20.64,29.63,32.11,6.84,57.35,6.7,26.19,0.1,2.2,7.76,21.04,57.35,83.12,79.97
6.86,6.26,28.74,8.79,9.62,6.79,23.06,59.99,14.74,62.7,1.01,1.57,6.03,22.75,62.7,96.99,77.24
15.13,4.89,13.8,11.27,0.38,2.12,47.78,42.27,24.64,5.47,3.73,1.01,0.02,16.78,47.78,72.67,84.92
6.78,0.55,18.73,27.14,6.93,39.76,37.36,49.03,17.47,7.01,1.18,14.85,0.49,21.08,49.03,83.16,76.16
25.74,41.43,12.75,35.73,30.52,6.49,37.28,28.66,30.53,12.87,7.86,2.42,3.93,26.2,41.43,90.0,74.49
5.58,25.41,26.29,44.88,22.28,42.91,2.96,51.78,5.33,35.52,0.3,1.27,7.91,26.29,51.78,98.49,73.65
11.31,30.82,25.38,0.63,3.09,0.76,23.22,15.41,31.03,18.85,3.51,0.18,0.58,16.05,31.03,61.86,82.02
0.54,17.42,16.67,17.66,44.96,16.42,4.73,58.34,25.18,1.3,0.14,0.78,0.58,20.32,58.34,85.12,81.75
8.11,3.61,10.03,0.48,47.37,13.8,3.59,0.27,5.98,42.7,0.48,0.5,20.23,13.59,47.37,66.98,82.34
10.45,30.43,29.28,8.73,7.2,12.25,9.06,1.9,9.93,21.11,1.04,1.11,1.52,14.03,30.43,52.91,85.01
4.09,40.49,17.75,36.27,6.47,17.63,39.91,13.16,5.45,5.57,0.22,7.04,0.36,18.68,40.49,73.93,83.9
4.39,36.25,1.55,4.02,32.57,17.09,27.57,19.29,12.48,18.13,0.55,4.71,5.9,17.33,36.25,65.73,79.91
29.81,4.65,12.7,18.32,13.65,39.76,1.4,9.4,5.43,46.64,1.62,0.56,6.37,18.18,46.64,73.95,80.44
4.01,42.44,45.28,22.68,12.11,21.23,0.94,19.74,2.79,2.36,0.11,0.2,0.29,17.36,45.28,73.37,83.75
19.18,7.24,9.14,25.84,12.12,2.86,32.88,7.5,36.09,23.55,6.92,0.94,2.85,17.64,36.09,65.74,79.15
14.94,3.34,18.27,0.23,14.15,21.9,21.83,35.01,39.13,12.29,5.85,4.78,1.74,18.11,39.13,68.06,81.18
0.52,12.08,2.16,13.23,29.86,7.84,24.81,6.07,19.62,24.97,0.1,1.95,7.46,14.12,29.86,54.22,88.81
11.81,30.79,21.61,6.15,22.87,3.87,14.93,31.31,30.94,22.86,3.65,0.58,5.23,19.71,31.31,69.38,82.15
17.67,10.35,13.43,32.6,9.2,5.05,14.4,6.57,7.63,20.27,1.35,0.73,1.86,13.72,32.6,49.92,86.13
25.58,30.79,7.66,3.6,57.02,9.08,21.15,5.33,9.57,4.6,2.45,1.92,2.62,17.44,57.02,74.81,77.71
12.12,7.84,5.9,12.04,25.38,12.4,11.71,50.16,37.04,47.52,4.49,1.45,12.06,22.21,50.16,86.43,77.17
21.54,13.08,27.93,15.35,13.87,11.09,18.3,52.06,28.58,25.05,6.16,2.03,3.47,22.68,52.06,80.34,79.13
18.8,16.1,33.52,41.57,39.33,23.97,44.22,42.16,20.16,12.41,3.79,10.6,4.88,29.23,44.22,99.4,74.19
31.39,0.32,49.79,4.26,30.12,1.93,5.25,35.72,15.97,1.48,5.01,0.1,0.45,17.62,49.79,77.16,81.64
7.76,14.14,46.68,22.62,36.17,3.93,22.57,35.71,8.58,49.83,0.67,0.89,18.02,24.8,49.83,92.82,75.99
0.45,4.34,16.16,16.13,7.62,39.09,13.05,29.57,12.83,7.02,0.06,5.1,0.53,14.63,39.09,58.18,86.61
13.19,13.38,32.14,27.63,32.49,18.79,16.96,27.85,21.22,1.5,2.8,3.19,0.49,20.52,32.49,71.24,82.07
9.81,9.02,23.52,23.89,43.81,31.74,8.43,46.92,1.08,45.86,0.11,2.68,20.09,24.41,46.92,92.77,78.79
7.21,16.69,10.32,30.93,15.2,56.4,10.57,8.74,4.11,20.04,0.3,5.96,3.05,18.02,56.4,73.57,79.46
8.07,5.69,10.75,29.87,5.75,8.81,5.25,9.49,10.12,19.25,0.82,0.46,1.11,11.3,29.87,42.5,91.1
15.67,21.66,24.38,22.83,17.49,14.8,2.18,31.52,10.63,4.17,1.67,0.32,0.73,16.53,31.52,59.03,86.13
19.45,8.58,11.71,8.0,14.12,36.25,14.61,26.97,6.84,22.03,1.33,5.3,3.11,16.86,36.25,60.33,79.3
5.26,21.15,21.79,31.01,11.43,21.24,10.22,34.14,28.14,17.23,1.48,2.17,1.97,20.16,34.14,69.65,78.78
14.88,7.36,35.92,14.33,44.59,58.23,10.43,63.69,27.56,13.54,4.1,6.07,6.04,29.05,63.69,110.72,69.27
48.89,10.84,5.44,1.48,38.98,13.38,6.85,37.49,0.95,18.75,0.46,0.92,7.31,18.31,48.89,77.74,78.4
1.67,11.97,9.81,26.7,6.54,24.08,14.47,6.1,9.72,34.58,0.16,3.48,2.26,14.56,34.58,55.81,87.2
0.0,7.16,26.43,12.82,4.42,19.6,8.34,19.48,27.07,14.91,0.0,1.63,0.66,14.02,27.07,52.18,89.5
10.11,22.52,2.9,4.2,5.28,17.2,13.59,7.2,41.32,6.95,4.18,2.34,0.37,13.13,41.32,54.32,79.5
27.36,7.33,20.91,28.55,7.17,14.54,10.32,25.91,16.16,4.77,4.42,1.5,0.34,16.3,28.55,58.13,80.4
24.91,9.2,26.36,4.34,1.68,9.55,10.12,27.38,16.95,4.96,4.22,0.97,0.08,13.54,27.38,51.74,87.85
0.81,19.51,27.93,31.88,37.42,8.82,24.6,53.75,8.33,42.36,0.07,2.17,15.85,25.54,53.75,94.95,80.34
11.35,26.53,22.18,23.5,15.92,20.36,10.71,0.92,0.0,29.3,0.0,2.18,4.66,16.08,29.3,59.32,82.24
4.5,0.16,2.25,1.87,20.55,5.83,21.73,2.37,1.98,9.39,0.09,1.27,1.93,7.06,21.73,32.48,91.6
11.71,17.98,32.79,39.71,12.91,7.27,23.99,22.37,6.68,17.96,0.78,1.74,2.32,19.34,39.71,69.1,86.61
0.93,19.69,32.25,7.13,13.15,23.17,4.53,16.84,22.82,1.92,0.21,1.05,0.25,14.24,32.25,54.94,86.67
13.2,5.88,13.79,5.18,1.33,30.21,11.04,15.88,3.38,23.4,0.45,3.34,0.31,12.33,30.21,47.67,86.38
19.34,4.78,7.46,5.89,2.28,4.96,9.07,24.41,6.74,33.53,1.3,0.45,0.76,11.85,33.53,48.63,87.13
3.98,17.58,25.46,1.48,28.58,4.61,8.66,14.84,19.86,4.65,0.79,0.4,1.33,12.97,28.58,50.25,85.77
7.08,1.39,3.03,18.4,6.67,12.38,17.1,15.39,10.85,33.8,0.77,2.12,2.25,12.61,33.8,48.85,85.75
12.33,3.93,15.36,31.12,34.58,6.89,32.81,59.44,3.6,20.18,0.44,2.26,6.98,22.02,59.44,87.43,84.01
4.77,21.9,36.56,1.9,16.75,0.82,13.4,5.91,16.27,6.07,0.78,0.11,1.02,12.43,36.56,51.38,84.9
14.55,11.51,24.12,39.84,20.15,28.79,22.61,9.28,13.2,16.4,1.92,6.51,3.3,20.05,39.84,69.2,78.93
12.82,8.9,31.35,18.19,12.29,23.75,6.69,26.91,40.93,8.12,5.25,1.59,1.0,19.0,40.93,69.16,81.56
9.78,19.25,2.6,1.9,39.77,0.41,1.29,6.35,20.36,3.6,1.99,0.01,1.43,10.53,39.77,50.28,86.19
8.35,33.37,18.21,19.48,22.41,2.4,16.56,17.61,33.47,24.52,2.79,0.4,5.49,19.64,33.47,68.61,79.68
1.72,13.51,29.68,2.84,11.52,1.86,34.93,26.47,12.56,28.79,0.22,0.65,3.32,16.39,34.93,64.17,85.32
17.6,12.02,37.49,7.17,18.92,32.53,29.31,13.14,3.79,21.04,0.67,9.53,3.98,19.3,37.49,69.4,81.25
6.04,5.48,15.56,23.02,9.2,11.33,18.82,2.0,10.16,5.28,0.61,2.13,0.49,10.69,23.02,39.25,92.21
0.0,9.92,1.2,17.1,0.13,22.35,27.76,2.76,32.4,0.75,0.0,6.2,0.0,11.44,32.4,52.16,82.79
3.06,1.41,31.83,21.51,13.6,12.46,13.73,15.32,13.99,7.25,0.43,1.71,0.99,13.42,31.83,49.99,86.31
3.41,22.82,20.78,12.46,36.24,25.13,5.65,57.65,7.2,32.21,0.25,1.42,11.67,22.36,57.65,86.66,80.25
0.36,9.5,15.27,4.0,8.09,7.71,14.91,13.44,25.95,25.13,0.09,1.15,2.03,12.44,25.95,46.61,87.49
0.46,43.8,35.75,18.41,19.58,4.79,5.05,28.96,20.57,13.61,0.09,0.24,2.66,19.1,43.8,73.58,80.34
10.59,7.56,8.03,29.48,16.73,5.97,17.63,17.35,9.37,4.83,0.99,1.05,0.81,12.75,29.48,46.27,83.98
18.97,18.83,9.89,21.12,21.43,30.12,5.85,21.1,2.88,32.61,0.55,1.76,6.99,18.28,32.61,64.62,78.86
18.89,6.33,30.32,5.58,2.61,5.71,5.39,47.66,14.38,27.51,2.72,0.31,0.72,16.44,47.66,68.2,84.5
12.81,10.63,9.53,19.42,44.76,27.5,37.51,26.77,7.54,12.62,0.97,10.32,5.65,20.91,44.76,76.45,77.34
16.78,31.59,3.84,12.19,7.53,8.08,19.29,9.4,13.15,13.09,2.21,1.56,0.99,13.49,31.59,48.68,87.41
6.73,31.97,5.12,13.83,11.83,17.2,30.25,24.46,4.49,8.74,0.3,5.2,1.03,15.46,31.97,57.72,88.91
5.14,34.58,1.39,16.41,20.34,9.68,11.24,18.53,11.55,13.16,0.59,1.09,2.68,14.2,34.58,52.69,86.64
0.67,5.86,31.61,1.14,25.58,36.17,10.84,21.57,20.35,26.83,0.14,3.92,6.86,18.06,36.17,68.67,85.22
11.67,0.8,29.45,1.33,35.06,7.77,25.4,49.28,32.43,24.81,3.78,1.97,8.7,21.8,49.28,83.88,78.63
6.2,16.28,2.77,39.41,2.63,3.36,24.66,9.08,22.53,4.3,1.4,0.83,0.11,13.12,39.41,55.67,88.31
4.17,2.73,18.49,17.22,35.04,28.52,11.18,17.86,5.65,12.65,0.24,3.19,4.43,15.35,35.04,57.8,86.83
1.59,7.9,17.63,36.88,1.38,11.88,1.2,25.58,21.89,33.2,0.35,0.14,0.46,15.91,36.88,64.16,87.62
7.36,31.52,14.08,10.58,1.31,52.68,15.56,22.1,4.66,7.0,0.34,8.2,0.09,16.69,52.68,70.26,81.86
17.08,14.78,26.82,39.56,8.2,38.65,6.9,12.7,0.63,38.97,0.11,2.67,3.2,20.43,39.56,78.0,80.45
31.02,16.62,9.91,36.65,18.36,20.48,8.38,18.88,9.0,4.5,2.79,1.72,0.83,17.38,36.65,62.97,78.22
6.03,15.26,12.14,23.4,8.77,1.61,27.57,11.13,24.84,6.56,1.5,0.44,0.58,13.73,27.57,50.87,86.59
12.84,49.81,10.72,2.23,23.28,24.25,33.53,15.29,11.96,17.1,1.54,8.13,3.98,20.1,49.81,75.43,77.9
10.77,13.29,12.48,22.95,8.17,7.45,6.64,17.14,6.59,7.42,0.71,0.49,0.61,11.29,22.95,39.16,89.45
2.48,7.69,7.72,17.72,4.77,27.39,2.17,10.93,18.77,29.1,0.47,0.59,1.39,12.87,29.1,50.35,88.58
24.29,13.78,12.68,21.82,11.04,12.44,2.71,15.52,26.14,0.41,6.35,0.34,0.05,14.08,26.14,51.23,82.96
47.55,24.02,6.78,9.68,0.19,38.33,2.14,11.84,5.84,23.05,2.78,0.82,0.04,16.94,47.55,71.82,77.63
10.3,33.75,1.55,3.73,2.81,18.97,2.18,13.33,14.06,8.91,1.45,0.41,0.25,10.96,33.75,45.7,84.13
24.81,11.75,6.49,11.34,5.37,21.65,30.26,18.41,3.69,11.34,0.92,6.55,0.61,14.51,30.26,53.1,84.34
18.26,8.04,5.16,16.67,25.1,0.64,29.81,34.71,10.45,28.39,1.91,0.19,7.13,17.72,34.71,65.89,83.89
